Planting 2024 Bell Road,,,,,,,,,,DVC-1/DET-36/DDI-01AB,DVC-1/DET-36/DDI-EA62,DVC-1/DET-36/DDI-EA63,DVC-1/DET-36/DDI-EA64,DVC-1/DET-37/DDI-0043,DVC-1/DET-37/DDI-0087,DVC-1/DET-37/DDI-000C,DVC-1/DET-37/DDI-019F,DVC-1/DET-37/DDI-01A1,DVC-1/DET-37/DDI-01A3,DVC-1/DET-37/DDI-EA60,DVC-1/DET-37/DDI-EA6F,DVC-1/DET-37/DDI-01AB,DVC-1/DET-37/DDI-EA62,DVC-1/DET-37/DDI-EA63,DVC-1/DET-37/DDI-EA64,DVC-1/DET-38/DDI-0043,DVC-1/DET-38/DDI-0087,DVC-1/DET-38/DDI-000C,DVC-1/DET-38/DDI-019F,DVC-1/DET-38/DDI-01A1,DVC-1/DET-38/DDI-01A3,DVC-1/DET-38/DDI-EA60,DVC-1/DET-38/DDI-EA6F,DVC-1/DET-38/DDI-01AB,DVC-1/DET-38/DDI-EA62,DVC-1/DET-38/DDI-EA63,DVC-1/DET-38/DDI-EA64,DVC-1/DET-39/DDI-0043,DVC-1/DET-39/DDI-0087,DVC-1/DET-39/DDI-000C,DVC-1/DET-39/DDI-019F,DVC-1/DET-39/DDI-01A1,DVC-1/DET-39/DDI-01A3,DVC-1/DET-39/DDI-EA60,DVC-1/DET-39/DDI-EA6F,DVC-1/DET-39/DDI-01AB,DVC-1/DET-39/DDI-EA62,DVC-1/DET-39/DDI-EA63,DVC-1/DET-39/DDI-EA64,DVC-1/DET-40/DDI-0043,DVC-1/DET-40/DDI-0087,DVC-1/DET-40/DDI-000C,DVC-1/DET-40/DDI-019F,DVC-1/DET-40/DDI-01A1,DVC-1/DET-40/DDI-01A3,DVC-1/DET-40/DDI-EA60,DVC-1/DET-40/DDI-EA6F,DVC-1/DET-40/DDI-01AB,DVC-1/DET-40/DDI-EA62,DVC-1/DET-40/DDI-EA63,DVC-1/DET-40/DDI-EA64,DVC-1/DET-41/DDI-0043,DVC-1/DET-41/DDI-0087,DVC-1/DET-41/DDI-000C,DVC-1/DET-41/DDI-019F,DVC-1/DET-41/DDI-01A1,DVC-1/DET-41/DDI-01A3,DVC-1/DET-41/DDI-EA60,DVC-1/DET-41/DDI-EA6F,DVC-1/DET-41/DDI-01AB,DVC-1/DET-41/DDI-EA62,DVC-1/DET-41/DDI-EA63,DVC-1/DET-41/DDI-EA64,DVC-1/DET-42/DDI-0043,DVC-1/DET-42/DDI-0087,DVC-1/DET-42/DDI-000C,DVC-1/DET-42/DDI-019F,DVC-1/DET-42/DDI-01A1,DVC-1/DET-42/DDI-01A3,DVC-1/DET-42/DDI-EA60,DVC-1/DET-42/DDI-EA6F,DVC-1/DET-42/DDI-01AB,DVC-1/DET-42/DDI-EA62,DVC-1/DET-42/DDI-EA63,DVC-1/DET-42/DDI-EA64,DVC-1/DET-43/DDI-0043,DVC-1/DET-43/DDI-0087,DVC-1/DET-43/DDI-000C,DVC-1/DET-43/DDI-019F,DVC-1/DET-43/DDI-01A1,DVC-1/DET-43/DDI-01A3,DVC-1/DET-43/DDI-EA60,DVC-1/DET-43/DDI-EA6F,DVC-1/DET-43/DDI-01AB,DVC-1/DET-43/DDI-EA62,DVC-1/DET-43/DDI-EA63,DVC-1/DET-43/DDI-EA64,DVC-1/DET-3/DDI-0086,DVC-1/DET-4/DDI-0086,DVC-1/DET-9/DDI-0086,DVC-1/DET-10/DDI-0086,DVC-1/DET-11/DDI-0086,DVC-1/DET-12/DDI-0086,DVC-1/DET-13/DDI-0086,DVC-1/DET-14/DDI-0086,DVC-1/DET-15/DDI-0086,DVC-1/DET-16/DDI-0086,DVC-1/DET-17/DDI-0086,DVC-1/DET-18/DDI-0086,DVC-1/DET-19/DDI-0086,DVC-1/DET-20/DDI-0086,DVC-1/DET-21/DDI-0086,DVC-1/DET-22/DDI-0086,DVC-1/DET-23/DDI-0086,DVC-1/DET-24/DDI-0086,DVC-1/DET-25/DDI-0086,DVC-1/DET-26/DDI-0086,DVC-1/DET-27/DDI-0086,DVC-1/DET-5/DDI-0087,DVC-1/DET-6/DDI-0087,DVC-1/DET-9/DDI-0087,DVC-1/DET-12/DDI-0087,DVC-1/DET-13/DDI-0087,DVC-1/DET-14/DDI-0087,DVC-1/DET-15/DDI-0087,DVC-1/DET-16/DDI-0087,DVC-1/DET-17/DDI-0087,DVC-1/DET-18/DDI-0087,DVC-1/DET-19/DDI-0087,DVC-1/DET-28/DDI-0087,DVC-1/DET-29/DDI-0087,DVC-1/DET-30/DDI-0087,DVC-1/DET-31/DDI-0087,DVC-1/DET-32/DDI-0087,DVC-1/DET-33/DDI-0087,DVC-1/DET-34/DDI-0087,DVC-1/DET-35/DDI-0087,DVC-1/DET-44/DDI-0087,DVC-1/DET-45/DDI-0087,DVC-1/DET-46/DDI-0087,DVC-1/DET-47/DDI-0087,DVC-1/DET-48/DDI-0087,DVC-1/DET-49/DDI-0087,DVC-1/DET-50/DDI-0087,DVC-1/DET-51/DDI-0087,DVC-1/DET-3/DDI-008F,DVC-1/DET-2/DDI-009D,DVC-2000000/DET-2000002/DDI-F23E,DVC-1/DET-4/DDI-016F,DVC-2000000/DET-2000002/DDI-0046,DVC-2000000/DET-2000001/DDI-0086,DVC-2000000/DET-2000001/DDI-0087,DVC-2000000/DET-2000000/DDI-008D,DVC-2000000/DET-2000001/DDI-009D,DVC-1/DET-3/DDI-0052,DVC-1/DET-3/DDI-0074,DVC-1/DET-4/DDI-0050,DVC-1/DET-4/DDI-0074,DVC-1/DET-1/DDI-0077,DVC-1/DET-3/DDI-0077,DVC-1/DET-4/DDI-0077,DVC-2000000/DET-2000002/DDI-F243,DVC-2000000/DET-2000002/DDI-F231,DVC-2000000/DET-2000002/DDI-0096,
 2024-04-16 13:37:20.125,40.6516938,-89.3597818,237.29,0.9,1.7,36, 18:37:20.050Z, 2024-04-16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,0,378714,216,
 2024-04-16 13:37:21.127,40.6517101,-89.3597712,237.263,0.9,1.7,36, 18:37:21.050Z, 2024-04-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248243,330,
 2024-04-16 13:37:22.128,40.6517283,-89.3597659,237.25,0.9,1.7,36, 18:37:22.050Z, 2024-04-16,19,0,,,,,,0,,,,,,57,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,-1,,,,,,,,,,,,,,247772,331,
 2024-04-16 13:37:23.134,40.6517468,-89.3597643,237.261,0.9,1.7,36, 18:37:23.050Z, 2024-04-16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,326003,251,
 2024-04-16 13:37:24.136,40.6517646,-89.3597647,237.272,0.9,1.7,36, 18:37:24.050Z, 2024-04-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182901,448,
 2024-04-16 13:37:25.138,40.651782,-89.3597654,237.288,0.9,1.7,36, 18:37:25.050Z, 2024-04-16,11,,,,,,,,,,,,622,,,,,,,,,,,,444,,,,,,,,,,,,444,,,,,,,,,,,,444,,,,,,,,,,,,444,,,,,,,,,,,,355,,,,,,,,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,3,173756,472,
 2024-04-16 13:37:26.139,40.6518005,-89.3597663,237.315,0.9,1.7,36, 18:37:26.050Z, 2024-04-16,17,,,,,,,0,,,,,1067,,,,,,,0,,,,,711,,,,,,,0,,,,,0,,,,,,,0,,,,,-355,,,,,,,0,,,,,800,,,,,,,0,,,,,489,,,,,,,0,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,193041,424,
 2024-04-16 13:37:27.141,40.6518189,-89.3597663,237.333,0.9,1.7,36, 18:37:27.050Z, 2024-04-16,67,0,1000000,630000,976500,,,0,,112200,,174400,355,57,920000,750000,988800,,,4731,,0,,161800,88,0,1000000,830000,950000,,,0,,33100,26400,182800,-533,0,1000000,390000,962300,,,1,,29900,,174100,-756,0,1000000,550000,972600,,,3,,56600,0,166500,88,0,680000,660000,957500,,,2935,,388100,,166700,-222,0,720000,460000,994600,,,0,,13200,,167400,-489,40,840000,540000,949800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,,,,,,,,,0,222575,368,
 2024-04-16 13:37:28.142,40.6518374,-89.359766,237.34,0.9,1.7,36, 18:37:28.050Z, 2024-04-16,53,444,,790000,,,,6374,887500,,,174700,1023,578,1000000,980000,,,,7475,993400,,,161500,355,382,,1000000,,,,7543,940500,,,181400,-222,542,,480000,,,,7216,970100,,,173400,-400,542,920000,660000,,,,7102,943600,,,166300,756,315,920000,770000,,,,4739,611900,,,165700,266,444,880000,700000,,,,7335,986700,,0,166500,0,524,680000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,212016,386,
 2024-04-16 13:37:29.145,40.6518558,-89.359766,237.349,0.9,1.7,36, 18:37:29.050Z, 2024-04-16,45,,920000,960000,,,,6394,901000,99000,,173400,711,,,970000,,,,7464,,,,161000,44,,880000,,960000,,,7585,,,,179800,-355,,920000,930000,,,,7228,,,,171200,-667,,960000,910000,,,,7124,953800,46200,,164900,622,,1000000,970000,,,,4757,637900,362100,,164800,133,,1000000,920000,,,,7375,,,,164700,177,,1000000,880000,962900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222284,368,
 2024-04-16 13:37:30.147,40.6518743,-89.3597658,237.369,0.9,1.7,36, 18:37:30.050Z, 2024-04-16,33,,1000000,860000,,,,6401,,,,172500,489,,,890000,,,,7444,,,,160400,311,,1000000,910000,,,,7587,,,,178500,-222,,1000000,980000,,,,7231,,,,170100,-444,,1000000,770000,,,,7116,,,,163500,,,,1000000,,,,4799,,,,163800,88,,,870000,,,,7370,,,,163800,,,,970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215879,379,
 2024-04-16 13:37:31.151,40.651893,-89.3597658,237.378,0.9,1.7,36, 18:37:31.050Z, 2024-04-16,29,,,1000000,,,,6490,,,,172900,444,,,870000,,,,7455,,,,161600,-88,,,780000,,,,7555,,,,178100,-355,,,880000,,,,7239,,,,170600,-711,,,920000,,,,7123,,,,162800,311,,,,,,,4792,,,,165200,-88,,,750000,,,,7367,,,,163800,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209050,392,
 2024-04-16 13:37:32.154,40.6519142,-89.3597656,237.395,0.9,1.7,36, 18:37:32.050Z, 2024-04-16,49,498,880000,960000,,,,6509,,,,174200,400,475,,730000,,,,7454,,,,162600,-133,453,960000,720000,970000,,,7546,,,,178800,-311,409,,960000,,,,7255,,,,171500,-622,515,920000,1000000,,,,7129,,,,163700,400,569,920000,960000,,,,4769,651200,348800,,166300,177,604,,1000000,,,,7382,,,,164700,578,391,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,-1,,,,,,,,,,,,,1,174495,470,
 2024-04-16 13:37:33.156,40.6519381,-89.3597655,237.397,0.9,1.7,36, 18:37:33.050Z, 2024-04-16,36,,1000000,950000,,,,6486,,,,174500,355,,,1000000,,,,7444,,,,163100,0,,1000000,950000,,,,7586,,,,179100,-355,,,1000000,972600,,,7226,,,,172000,-578,,1000000,790000,,,,7104,,,,163800,-44,,1000000,1000000,,,,4753,,,,167000,,,,810000,,,,7382,,,,164400,667,,,,976300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,213069,384,
 2024-04-16 13:37:34.163,40.6519643,-89.3597657,237.387,0.9,1.7,36, 18:37:34.050Z, 2024-04-16,34,,,1000000,,,,6470,,,,174900,489,,,920000,,,,7444,,,,163600,-88,,,930000,980000,,,7582,,,,178600,-311,,,940000,,,,7224,,,,172400,-533,,,950000,,,,7094,,,,164000,88,,,980000,968700,,,4740,,,,166300,266,,,930000,,,,7389,,,,164600,622,,,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,206799,396,
 2024-04-16 13:37:35.165,40.6519919,-89.3597657,237.396,0.9,1.7,36, 18:37:35.050Z, 2024-04-16,37,,,940000,,,,6439,,,,176200,667,,,870000,,,,7459,,,,164700,-222,,,900000,990000,,,7553,,,,180300,-266,,,880000,,,,7239,,,,173400,-800,,,980000,,,,7098,,,,164600,444,,,1000000,979000,,,4691,634900,365100,,167500,311,,,880000,,,,7366,,,,165600,489,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,0,245688,333,
 2024-04-16 13:37:36.170,40.6520197,-89.3597659,237.435,0.9,1.7,36, 18:37:36.050Z, 2024-04-16,44,564,,980000,,,,6391,,,,177600,711,449,,930000,,,,7436,,,,165200,-44,542,920000,770000,,,,7602,930000,,40000,180800,-222,515,,900000,982800,,,7214,980100,19900,,173600,-578,493,,1000000,,,,7099,,,,165100,,440,,970000,,,,4694,,,,168400,266,467,,910000,,,,7383,,,,165700,889,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,267903,306,
 2024-04-16 13:37:37.173,40.6520474,-89.3597659,237.486,0.9,1.7,36, 18:37:37.050Z, 2024-04-16,42,564,,1000000,,,,6378,,,,179100,578,449,,,,,,7414,,,,167100,44,542,,590000,980000,,,7592,,,,182700,,515,,880000,,,,7199,,,0,174800,-533,493,,980000,,,,7104,,,,166300,400,440,,930000,,,,4694,646700,353300,,170500,88,467,,670000,984600,,,7366,,,,167000,,489,,970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,264922,309,
 2024-04-16 13:37:38.175,40.6520757,-89.3597657,237.511,0.9,1.7,36, 18:37:38.050Z, 2024-04-16,43,,920000,,986600,,,6364,890400,,,179700,444,,,940000,,,,7426,983400,13300,,168600,0,,880000,500000,,,,7575,,,,183700,-266,,,980000,972600,,,7183,970100,29900,,175100,-444,,880000,820000,982900,,,7116,,,,166300,177,,,760000,,,,4702,,,,171900,444,,,850000,,,,7367,,,,166300,756,,,1000000,986300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,261947,313,
 2024-04-16 13:37:39.179,40.6521039,-89.3597657,237.54,0.9,1.7,36, 18:37:39.050Z, 2024-04-16,44,,1000000,900000,,,,6344,,,,179600,222,,,860000,,,,7419,,,,167400,44,,800000,460000,,,,7576,,,,184800,-311,,,920000,,,,7188,,,,175000,-533,,1000000,960000,,,,7100,963900,36100,,166300,,,,810000,989600,,,4739,,,,171800,,,,910000,,,,7356,,,,165500,533,,,920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200,,65,,,,,,,918000,124016,0,0,3769,3769,0,,275540,297,
 2024-04-16 13:37:40.188,40.6521347,-89.3597655,237.565,0.9,1.7,36, 18:37:40.050Z, 2024-04-16,40,524,,1000000,,,,6373,,,,179600,44,587,,,,,,7394,,,,168000,,622,920000,740000,969500,,,7517,,,,185100,-222,493,,1000000,,,,7170,,,,175700,-622,449,,,,,,7125,,,,166200,311,564,,720000,,,,4749,,,,172800,355,573,920000,750000,,,,7360,,,,165600,311,596,,710000,996600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269622,304,
 2024-04-16 13:37:41.195,40.6521627,-89.3597653,237.591,0.9,1.7,36, 18:37:41.150Z, 2024-04-16,40,,,770000,,,,6387,,109600,,180200,133,,,810000,,,,7402,,,,168700,355,,800000,560000,959500,,,7539,,,,185300,-133,,,930000,,,,7173,,,,175500,-578,,,930000,,,,7116,976700,23300,,167400,44,,,930000,,,,4738,660000,340000,,173200,177,,1000000,970000,,,,7342,,,,165600,-88,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,275081,298,
 2024-04-16 13:37:42.204,40.6521906,-89.3597652,237.613,0.9,1.7,36, 18:37:42.150Z, 2024-04-16,41,524,,840000,,,,6375,,,,180000,,587,920000,540000,,,,7394,966900,23300,9900,169100,,622,920000,410000,,,,7557,,,,185300,,493,,830000,,,,7150,,,,175400,,449,920000,600000,,,,7102,,,,167500,-133,564,,820000,,,,4742,,,,173900,,573,,840000,,,,7336,,,,166000,-355,596,,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,-1,,,,,,,,,,,,,,275206,,
 2024-04-16 13:37:43.206,40.6522185,-89.3597653,237.622,0.9,1.7,36, 18:37:43.150Z, 2024-04-16,40,564,,1000000,,,,6386,,,,181600,444,449,1000000,880000,,,,7418,,,,170600,266,604,1000000,650000,,,,7556,917300,,,186900,,,920000,510000,962100,,,7168,,,,177300,-622,,,690000,,,,7102,,,,169600,88,,920000,680000,,,,4669,,,,175800,355,,,640000,,,,7339,,,,167000,-133,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,268473,305,
 2024-04-16 13:37:44.213,40.6522462,-89.3597655,237.608,0.9,1.7,36, 18:37:44.150Z, 2024-04-16,46,,,900000,,,,6407,,,,183200,222,,,780000,,,,7401,,,,171100,88,,,580000,,,,7555,927300,20000,,188000,-266,453,1000000,950000,,,,7157,,,,176900,-578,569,1000000,860000,,,,7118,966700,33300,,170700,444,520,760000,300000,,,,4711,,,,176400,667,471,920000,840000,974600,,,7342,,,,168500,177,515,880000,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265380,309,
 2024-04-16 13:37:45.223,40.6522736,-89.3597655,237.623,0.9,1.7,36, 18:37:45.150Z, 2024-04-16,34,,,1000000,,,,6454,,,,182900,-44,,,880000,,,,7412,,,,171400,44,,,820000,,,,7541,940300,,,188000,-311,,,950000,,,,7146,,,,178100,-622,,,790000,,,,7168,,,,171000,133,,1000000,620000,,,,4712,,,,,756,,1000000,720000,,,,7321,,,,,0,,1000000,660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,272177,301,
 2024-04-16 13:37:46.224,40.652301,-89.3597656,237.632,0.9,1.7,36, 18:37:46.150Z, 2024-04-16,24,,,,,,,6504,,,,182500,,,,,,,,7402,,,,,,,,,,,,7527,,,,187500,,,,,,,,7177,,,,177900,-667,,,1000000,,,,7142,,,,171000,-44,,920000,780000,,,,4812,,,,175500,,,,1000000,,,,7336,,,,168800,-177,,,880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,262294,312,
 2024-04-16 13:37:47.227,40.6523287,-89.3597656,237.624,0.9,1.7,36, 18:37:47.150Z, 2024-04-16,43,564,,900000,,,,6536,,,3300,181900,0,449,,1000000,,,,7394,,,,171100,133,604,,860000,,,,7544,,,,188000,-266,453,,1000000,,,,7229,,,,178800,,569,,650000,,,,7109,,,,172600,44,520,,550000,,,,4740,653400,346600,0,175300,622,471,,790000,,,,7310,,,,169200,-133,515,,640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,260491,314,
 2024-04-16 13:37:48.229,40.6523566,-89.3597657,237.622,0.9,1.7,36, 18:37:48.150Z, 2024-04-16,45,484,,920000,976000,,,6548,,,,182100,-133,489,,940000,,,,7409,,,,171600,177,413,,910000,,,,7535,,,,188200,88,449,800000,940000,,,,7228,,,,178500,-533,413,,890000,,,,7142,,,,172900,-133,498,,790000,,,,4744,636700,363300,,175900,1067,596,760000,970000,,,,7339,,,,169900,0,493,,580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,271921,301,
 2024-04-16 13:37:49.238,40.6523846,-89.3597658,237.602,0.9,1.7,36, 18:37:49.150Z, 2024-04-16,38,,,1000000,,,,6605,,,,182300,,,,950000,,,,7392,,,,171800,889,,520000,1000000,,,,7536,,,,188300,-44,,1000000,960000,,,,7245,,,,177800,-711,,,820000,,,,7145,,,,172400,177,,1000000,770000,,,,4712,,,,176500,1112,,1000000,940000,,,,7331,,,,170600,133,,920000,780000,986500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,1,275181,298,
 2024-04-16 13:37:50.242,40.6524123,-89.3597658,237.618,0.9,1.7,36, 18:37:50.150Z, 2024-04-16,36,,,,,,,6612,,,,182500,44,,,970000,,,,7372,,,,171700,978,,960000,,,,,7522,,,,187300,-133,,,950000,948900,,,7182,960000,40000,,177700,-578,,,800000,,,,7114,,,,171400,,,1000000,940000,,,,4727,,,,177400,1156,,,980000,,,,7338,,,,171200,-311,,,290000,976300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,0,263424,311,
 2024-04-16 13:37:51.249,40.6524401,-89.3597659,237.633,0.9,1.7,36, 18:37:51.150Z, 2024-04-16,29,458,,710000,,,,6590,,,,182100,0,458,,610000,,,,7386,,,,172000,,,,,948900,,,7593,,,,186700,,,,,,,,7189,,,,177400,,,,,,,,7109,,,,169800,,,,,,,,4718,647900,352100,,177500,934,,,900000,,,,7325,,,,171000,-355,,,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,255816,320,
 2024-04-16 13:37:52.274,40.6524677,-89.3597659,237.64,0.9,1.7,36, 18:37:52.150Z, 2024-04-16,47,458,920000,970000,,,,6576,900400,99600,,183300,311,458,,600000,,,,7367,,,,173600,1112,191,1000000,850000,,,,7535,,,,186900,-266,569,,1000000,,,,7166,,,,178200,-667,564,,960000,,,,7093,956700,43300,,169200,222,587,,900000,,,,4686,,,,178300,889,511,,1000000,,,,7328,,,,171400,-133,627,,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,-1,,,,,,,,,,,,,,261083,314,
 2024-04-16 13:37:53.277,40.6524953,-89.3597658,237.667,0.9,1.7,36, 18:37:53.150Z, 2024-04-16,43,,1000000,750000,,,,6596,913700,86300,,184800,88,,,970000,,,,7361,,,,174700,1201,,720000,970000,,,,7512,,,,188600,-177,,1000000,860000,,,,7162,,,,179300,-578,,,1000000,,,,7071,,,,170300,88,,920000,860000,,,,4726,660000,340000,,179400,1201,,1000000,980000,,,,7371,,,13200,173300,-222,,960000,780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,253793,323,
 2024-04-16 13:37:54.282,40.652523,-89.3597658,237.698,0.9,1.7,36, 18:37:54.150Z, 2024-04-16,42,,,900000,,,,6562,,,,184500,0,,,870000,,,,7355,,,,175000,1245,,760000,1000000,959300,,,7527,953400,,30000,189000,-222,,,880000,959300,,,7130,,,,179400,-711,,,960000,,,,7029,,,,170400,0,,1000000,770000,979000,,,4754,671100,328900,,178800,1023,,,900000,985100,,,7339,,,,173700,-177,,880000,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252341,325,
 2024-04-16 13:37:55.284,40.6525507,-89.3597657,237.726,0.9,1.7,36, 18:37:55.150Z, 2024-04-16,42,422,,950000,,,,6600,,,,184100,-44,702,,1000000,,,,7360,976900,,,175600,1289,,1000000,910000,,,,7608,,,,187600,-266,547,920000,820000,,,,7108,,,,178600,-667,631,,1000000,,,,7039,,,,170700,88,560,,940000,,,,4806,,,,179100,1112,627,,840000,,,,7331,,,,173800,0,418,1000000,520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250169,327,
 2024-04-16 13:37:56.290,40.6525798,-89.3597656,237.761,0.9,1.7,36, 18:37:56.200Z, 2024-04-16,36,,,1000000,,,,6599,,,,184200,-88,,,820000,,,,7342,,,,176100,1245,,960000,890000,,,,7549,,,,187100,-133,,1000000,1000000,,,,7100,,,,178400,-711,,,,,,,7003,943600,56400,,170500,177,,920000,790000,,,,4796,,,,179700,711,,,900000,,,,7345,,,,174000,-266,,,860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,257156,318,
 2024-04-16 13:37:57.293,40.6526077,-89.3597654,237.767,0.9,1.7,36, 18:37:57.200Z, 2024-04-16,48,422,920000,860000,,,,6639,927000,73000,,183500,0,702,,670000,978400,,,7365,,13200,,177200,1378,191,,970000,,,,7580,,,,186900,-222,547,,950000,,,,7104,,,,178800,-578,631,,860000,,,,6957,933400,66600,0,170100,,560,,840000,,,,4824,,,,180100,533,627,,920000,,,,7339,,9900,,173900,-88,418,,720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,262914,311,
 2024-04-16 13:37:58.297,40.6526354,-89.3597655,237.805,0.9,1.7,36, 18:37:58.200Z, 2024-04-16,38,,1000000,890000,,,,6668,,,,185300,-88,,960000,630000,,,,7354,,,,176700,1423,,1000000,,969800,,,7580,,,,187500,-133,,,930000,,,,7126,,,,179300,-533,,,1000000,,,,6951,,,,170100,0,,1000000,530000,,,,4807,660000,340000,,179800,400,,,960000,,,,7347,973600,,,174900,-133,,,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261131,314,
